"install","plot","tag","spec","pltarea","elev","aspect","slope","x","y","si","x97","y97","pplot","time","dbh","priordbh","dbhgrowth","ba","priorba","bagrowth","ht","priorht","htgrowth","cpos","stat","id","numnebs","bacl","bagrcl","rgrplot","rgr","rgrwhole"
10,1,75,"FD",0.05,380,0,3,9.6096235392,2.7686219187,22,21.62,15.73,10.1,91,9.3,9,0,0.0067929246,0.00636174,7.18641000000001e-05,14.6,14,0.0999999999999999,"i","ALIVE",1132,NA,2,"5",0.334105718471957,0.0670570031004047,0.0670570031004047
10,1,84,"FD",0.05,380,0,3,8.989113869,-2.392866989,22,21.18,10.55,10.1,91,8.9,8.7,0.0166666666666666,0.0062211534,0.0059446926,4.60768000000003e-05,NA,NA,NA,"i","ALIVE",1137,NA,2,"4",0.228319762149719,0.0446593711537504,0.0446593711537504
10,1,104,"FD",0.05,380,0,3,0.4799515215,-3.366497383,22,12.71,9.28,10.1,91,9.2,9,0,0.0066476256,0.00636174,4.76475999999998e-05,NA,NA,NA,"i","ALIVE",1149,20,2,"5",0.221520002775577,0.0444603809263154,0.0444603809263154
10,1,84,"FD",0.05,380,0,3,8.989113869,-2.392866989,22,21.18,10.55,10.1,97,9,8.9,NA,0.00636174,0.0062211534,2.34310999999999e-05,NA,NA,NA,"","ALVE",1137,NA,2,"1",0.133338733933624,0.022139219101373,0.022139219101373
10,2,123,"FD",0.05,380,45,5,-3.760825956,7.0226386663,21,8.52,20.11,10.2,76,8.9,8.6,0.166666666666667,0.0062211534,0.0058088184,0.000137445,NA,NA,NA,"i","ALIVE",1222,NA,2,"10",0.418340305370756,0.134953855894049,0.134953855894049
10,2,131,"FD",0.05,380,45,5,-6.31453313,10.499243284,21,5.73,23.4,10.2,76,8.9,8.3,0.0333333333333332,0.0062211534,0.0054106206,0.0002701776,NA,NA,NA,"o","ALIVE",1228,NA,2,"13",0.881089231205871,0.276048234306857,0.276048234306857
10,2,137,"FD",0.05,380,45,5,-5.047263988,6.8319106131,21,7.25,19.83,10.2,76,7.7,7.6,0.0333333333333332,0.0046566366,0.0045364704,4.00554000000002e-05,NA,NA,NA,"i","ALIVE",1232,NA,2,"2",0.1550241946354,0.0451724857871477,0.0451724857871477
10,2,159,"FD",0.05,380,45,5,9.2298159671,10.735507122,21,21.22,24.72,10.2,76,8.4,7.8,0.166666666666667,0.0055417824,0.0047783736,0.0002544696,NA,NA,NA,"i","ALIVE",1246,NA,2,"13",0.93637419782494,0.278745515189984,0.278745515189984
10,2,203,"FD",0.05,380,45,5,8.9078887872,6.8484950446,21,21.17,20.82,10.2,76,8.5,8.1,0.0666666666666664,0.005674515,0.0051530094,0.0001738352,NA,NA,NA,"i","ALIVE",1273,NA,2,"11",0.594423725736326,0.182533853944527,0.182533853944527
10,2,267,"FD",0.05,380,45,5,-8.681954235,-11.02805374,21,4.87,1.76,10.2,76,9.7,9,0.2,0.0073898286,0.00636174,0.0003426962,NA,NA,NA,"i","ALIVE",1301,NA,2,"15",0.954854197924037,0.31977273973927,0.31977273973927
10,2,123,"FD",0.05,380,45,5,-3.760825956,7.0226386663,21,8.52,20.11,10.2,79,9.4,8.9,0.0999999999999996,0.0069397944,0.0062211534,0.000239547,NA,NA,NA,"i","ALIVE",1222,NA,2,"13",0.795546242401091,0.226339502544764,0.226339502544764
10,2,127,"FD",0.05,380,45,5,-2.036230945,8.1751455204,21,10.16,21.38,10.2,79,7.5,7.4,0.0999999999999999,0.004417875,0.0043008504,3.90081999999999e-05,NA,NA,NA,"o","ALIVE",1224,NA,2,"1",0.183995092153831,0.0453259477649723,0.0453259477649723
10,2,131,"FD",0.05,380,45,5,-6.31453313,10.499243284,21,5.73,23.4,10.2,79,9,8.9,0.0333333333333332,0.00636174,0.0062211534,4.68621999999997e-05,NA,NA,NA,"o","ALIVE",1228,NA,2,"5",0.155631450699229,0.0442784382027459,0.0442784382027459
10,2,137,"FD",0.05,380,45,5,-5.047263988,6.8319106131,21,7.25,19.83,10.2,79,7.8,7.7,0.0333333333333335,0.0047783736,0.0046566366,4.05789999999998e-05,NA,NA,NA,"i","ALIVE",1232,NA,2,"2",0.177477553533693,0.045097528990851,0.045097528990851
10,2,159,"FD",0.05,380,45,5,9.2298159671,10.735507122,21,21.22,24.72,10.2,79,8.9,8.4,0.166666666666667,0.0062211534,0.0055417824,0.000226457,NA,NA,NA,"i","ALIVE",1246,NA,2,"12",0.839448914463123,0.228293310857619,0.228293310857619
10,2,203,"FD",0.05,380,45,5,8.9078887872,6.8484950446,21,21.17,20.82,10.2,79,8.7,8.5,0.066666666666667,0.0059446926,0.005674515,9.00591999999995e-05,NA,NA,NA,"i","ALIVE",1273,NA,2,"7",0.326412280510149,0.08959345792655,0.08959345792655
10,2,248,"FD",0.05,380,45,5,4.7037318295,-7.543296514,21,17.98,6.17,10.2,79,7.5,7.5,0,0.004417875,0.004417875,0,NA,NA,NA,"o","ALIVE",1290,NA,2,NA,0,0,0
10,2,127,"FD",0.05,380,45,5,-2.036230945,8.1751455204,21,10.16,21.38,10.2,82,7.8,7.5,0,0.0047783736,0.004417875,0.0001201662,NA,NA,NA,"o","ALIVE",1224,NA,2,"8",0.847815407737957,0.137543799266902,0.137543799266902
10,2,131,"FD",0.05,380,45,5,-6.31453313,10.499243284,21,5.73,23.4,10.2,82,9.1,9,0,0.0065038974,0.00636174,4.73857999999996e-05,NA,NA,NA,"o","ALIVE",1228,NA,2,"5",0.218577711346802,0.0442160931190278,0.0442160931190278
10,2,137,"FD",0.05,380,45,5,-5.047263988,6.8319106131,21,7.25,19.83,10.2,82,7.9,7.8,0,0.0049016814,0.0047783736,4.11026000000002e-05,NA,NA,NA,"i","ALIVE",1232,NA,2,"2",0.264658437696145,0.0450237097580532,0.0450237097580532
10,2,159,"FD",0.05,380,45,5,9.2298159671,10.735507122,21,21.22,24.72,10.2,82,9.4,8.9,0.2,0.0069397944,0.0062211534,0.000239547,NA,NA,NA,"i","ALIVE",1246,NA,2,"13",1.13411985735533,0.226339502544764,0.226339502544764
10,2,203,"FD",0.05,380,45,5,8.9078887872,6.8484950446,21,21.17,20.82,10.2,82,8.9,8.7,0,0.0062211534,0.0059446926,9.21536000000007e-05,NA,NA,NA,"o","ALIVE",1273,NA,2,"8",0.460031938667047,0.089318742307501,0.089318742307501
10,2,248,"FD",0.05,380,45,5,4.7037318295,-7.543296514,21,17.98,6.17,10.2,82,7.5,7.5,0,0.004417875,0.004417875,0,NA,NA,NA,"o","ALIVE",1290,NA,2,NA,0,0,0
10,2,127,"FD",0.05,380,45,5,-2.036230945,8.1751455204,21,10.16,21.38,10.2,85,7.8,7.8,0,0.0047783736,0.0047783736,0,NA,NA,NA,"o","ALIVE",1224,NA,2,NA,0,0,0
10,2,137,"FD",0.05,380,45,5,-5.047263988,6.8319106131,21,7.25,19.83,10.2,85,7.9,7.9,0,0.0049016814,0.0049016814,0,NA,NA,NA,"i","ALIVE",1232,NA,2,NA,0,0,0
10,2,142,"FD",0.05,380,45,5,1.9477602566,4.9393562763,21,14.36,18.43,10.2,85,7.5,7.4,0,0.004417875,0.0043008504,3.90081999999999e-05,NA,NA,NA,"o","ALIVE",1236,27,2,"1",0.387380737963334,0.0453259477649723,0.0453259477649723
10,2,203,"FD",0.05,380,45,5,8.9078887872,6.8484950446,21,21.17,20.82,10.2,85,8.9,8.9,0.0166666666666666,0.0062211534,0.0062211534,0,NA,NA,NA,"o","ALIVE",1273,NA,2,NA,0,0,0
10,2,248,"FD",0.05,380,45,5,4.7037318295,-7.543296514,21,17.98,6.17,10.2,85,7.5,7.5,0.0333333333333334,0.004417875,0.004417875,0,NA,NA,NA,"o","ALIVE",1290,NA,2,NA,0,0,0
10,2,203,"FD",0.05,380,45,5,8.9078887872,6.8484950446,21,21.17,20.82,10.2,91,9,8.9,0.0166666666666666,0.00636174,0.0062211534,2.34310999999999e-05,NA,NA,NA,"o","ALIVE",1273,NA,2,"1",0.178263336114899,0.022139219101373,0.022139219101373
10,2,248,"FD",0.05,380,45,5,4.7037318295,-7.543296514,21,17.98,6.17,10.2,91,7.7,7.5,0,0.0046566366,0.004417875,3.97936000000001e-05,NA,NA,NA,"o","ALIVE",1290,NA,2,"1",0.457147446576609,0.0455482733955756,0.0455482733955756
10,2,203,"FD",0.05,380,45,5,8.9078887872,6.8484950446,21,21.17,20.82,10.2,97,9.1,9,NA,0.0065038974,0.00636174,2.36928999999998e-05,NA,NA,NA,"","ALVE",1273,NA,2,"1",0.293297372040176,0.0221080465595139,0.0221080465595139
14,5,4,"FD",0.05,260,90,17,5.136882946,6.1148844641,27,19.67,19.22,14.5,76,9.4,8.4,0.166666666666667,0.0069397944,0.0055417824,0.000466004,NA,NA,NA,"i","ALIVE",1325,NA,2,"15",0.693026318317768,0.469782766851516,0.469782766851516
14,5,5,"FD",0.05,260,90,17,3.5202500189,4.5575155358,27,18,17.72,14.5,76,10,8.9,0.166666666666667,0.007854,0.0062211534,0.0005442822,NA,NA,NA,"c","ALIVE",1326,20,2,"16",0.739651398742051,0.51427303365089,0.51427303365089
14,5,178,"FD",0.05,260,90,17,4.6728510587,0.2050896785,27,19,13.33,14.5,76,9.1,8.1,0.266666666666667,0.0065038974,0.0051530094,0.000450296,NA,NA,NA,"c","ALIVE",1335,19,2,"15",0.708740779242795,0.472828657808113,0.472828657808113
14,5,179,"FD",0.05,260,90,17,4.6728510587,0.2050896785,27,19,13.33,14.5,76,8.8,7.8,0.233333333333333,0.0060821376,0.0047783736,0.000434588000000001,NA,NA,NA,"c","ALIVE",1336,20,2,"15",0.725480819041365,0.47604686750553,0.47604686750553
14,5,185,"FD",0.05,260,90,17,8.439156987,3.5285576947,27,22.88,16.52,14.5,76,9.7,8.7,0.233333333333334,0.0073898286,0.0059446926,0.000481712,NA,NA,NA,"i","ALIVE",1342,NA,2,"16",0.678238851279135,0.466893425698297,0.466893425698297
14,5,204,"FD",0.05,260,90,17,9.0552002078,-9.527896294,27,23.04,3.45,14.5,76,9,8.5,0.0333333333333332,0.00636174,0.005674515,0.000229075,NA,NA,NA,"i","ALIVE",1359,NA,2,"13",0.334443786621697,0.227890336295732,0.227890336295732
14,5,206,"FD",0.05,260,90,17,9.8833628389,-11.18,27,23.81,1.77,14.5,76,9.9,8.7,0.3,0.0076977054,0.0059446926,0.000584337600000001,NA,NA,NA,"c","ALIVE",1361,NA,2,"16",0.822733215247299,0.566362025086196,0.566362025086196
14,5,228,"FD",0.05,260,90,17,0.4420970905,-0.993292923,27,14.73,12.28,14.5,76,8.3,7.7,0.0999999999999996,0.0054106206,0.0046566366,0.000251328,NA,NA,NA,"i","ALIVE",1376,22,2,"13",0.428082672126509,0.279313727943337,0.279313727943337
14,5,230,"FD",0.05,260,90,17,-3.385821202,-3.698535705,27,10.81,9.71,14.5,76,9.6,8.7,0.1,0.0072382464,0.0059446926,0.0004311846,NA,NA,NA,"i","ALIVE",1377,17,2,"15",0.607097493509095,0.417920365285378,0.417920365285378
14,5,233,"FD",0.05,260,90,17,-3.850835836,-8.14747506,27,10.19,5.28,14.5,76,8.3,7.4,0.133333333333333,0.0054106206,0.0043008504,0.0003699234,NA,NA,NA,"i","ALIVE",1380,NA,2,"15",0.670365891863047,0.42983600128796,0.42983600128796
14,5,252,"FD",0.05,260,90,17,-2.38138732,-1.802325648,27,11.88,11.57,14.5,76,8.7,7.8,0.1,0.0059446926,0.0047783736,0.000388773,NA,NA,NA,"i","ALIVE",1396,18,2,"15",0.648999407395436,0.425861203762476,0.425861203762476
14,5,254,"FD",0.05,260,90,17,-1.802535871,0.819473543,27,12.55,14.17,14.5,76,8.8,7.8,0.2,0.0060821376,0.0047783736,0.000434588000000001,NA,NA,NA,"i","ALIVE",1398,22,2,"15",0.725480819041365,0.47604686750553,0.47604686750553
14,5,257,"FD",0.05,260,90,17,-6.110004968,0.0987031356,27,8.22,13.6,14.5,76,8.4,7.5,0.166666666666667,0.0055417824,0.004417875,0.0003746358,NA,NA,NA,"c","ALIVE",1400,NA,2,"15",0.664842712850948,0.428813021243872,0.428813021243872
14,5,263,"FD",0.05,260,90,17,-7.526445112,2.5507629467,27,6.89,16.1,14.5,76,8.4,7.7,0.0666666666666664,0.0055417824,0.0046566366,0.0002950486,NA,NA,NA,"i","ALIVE",1406,NA,2,"14",0.502551220298516,0.32790267853348,0.32790267853348
14,5,264,"FD",0.05,260,90,17,-10.9503595,4.322347063,27,3.53,17.99,14.5,76,8.4,7.6,0.133333333333333,0.0055417824,0.0045364704,0.000335104,NA,NA,NA,"i","ALIVE",1407,NA,2,"14",0.582531195665161,0.377913606585286,0.377913606585286
14,5,282,"FD",0.05,260,90,17,-8.539579077,9.4996376447,27,6.12,23.08,14.5,76,8.4,7.4,0,0.0055417824,0.0043008504,0.000413644,NA,NA,NA,"i","ALIVE",1422,NA,2,"15",0.749595264786704,0.480637566903735,0.480637566903735
14,5,287,"FD",0.05,260,90,17,-3.937590088,8.9499128602,27,10.7,22.37,14.5,76,10,8.9,0.133333333333333,0.007854,0.0062211534,0.0005442822,NA,NA,NA,"c","ALIVE",1426,NA,2,"16",0.739651398742051,0.51427303365089,0.51427303365089
14,5,294,"FD",0.05,260,90,17,1.256548059,9.7816952261,27,15.92,23.02,14.5,76,9.8,9,0.0999999999999996,0.0075429816,0.00636174,0.000393747200000001,NA,NA,NA,"i","ALIVE",1431,NA,2,"15",0.525839902276595,0.367408862160323,0.367408862160323
14,5,298,"FD",0.05,260,90,17,6.6253707282,9.9091438282,27,21.29,22.96,14.5,76,9.6,8.7,0.233333333333334,0.0072382464,0.0059446926,0.0004311846,NA,NA,NA,"c","ALIVE",1435,NA,2,"15",0.607097493509095,0.417920365285378,0.417920365285378
14,5,300,"FD",0.05,260,90,17,7.7448154823,9.6580592955,27,22.4,22.67,14.5,76,9.4,8.5,0.0999999999999996,0.0069397944,0.005674515,0.0004217598,NA,NA,NA,"i","ALIVE",1437,NA,2,"15",0.615758788854348,0.41957866488277,0.41957866488277
14,5,1,"FD",0.05,260,90,17,7.0779528282,8.1238512912,27,21.68,21.16,14.5,79,8.3,8,0.133333333333333,0.0054106206,0.00502656,0.0001280202,NA,NA,NA,"i","ALIVE",1323,NA,2,"9",0.303412009574179,0.136310592565409,0.136310592565409
14,5,179,"FD",0.05,260,90,17,4.6728510587,0.2050896785,27,19,13.33,14.5,79,9.5,8.8,0.233333333333333,0.007088235,0.0060821376,0.000335365799999999,NA,NA,NA,"c","ALIVE",1336,20,2,"14",0.678121297602789,0.320912996724185,0.320912996724185
14,5,201,"FD",0.05,260,90,17,7.9360402048,-7.565759477,27,21.99,5.45,14.5,79,7.5,7.4,0,0.004417875,0.0043008504,3.90081999999999e-05,8.8,NA,NA,"i","ALIVE",1357,NA,2,"1",0.105274333126024,0.0453259477649723,0.0453259477649723
14,5,204,"FD",0.05,260,90,17,9.0552002078,-9.527896294,27,23.04,3.45,14.5,79,9.1,9,0.0333333333333332,0.0065038974,0.00636174,4.73857999999996e-05,NA,NA,NA,"i","ALIVE",1359,NA,2,"5",0.0922944652728624,0.0442160931190278,0.0442160931190278
14,5,228,"FD",0.05,260,90,17,0.4420970905,-0.993292923,27,14.73,12.28,14.5,79,8.6,8.3,0.0333333333333332,0.0058088184,0.0054106206,0.000132732599999999,NA,NA,NA,"i","ALIVE",1376,22,2,"9",0.295864993240291,0.135616719761217,0.135616719761217
14,5,233,"FD",0.05,260,90,17,-3.850835836,-8.14747506,27,10.19,5.28,14.5,79,8.7,8.3,0.0333333333333338,0.0059446926,0.0054106206,0.000178023999999999,NA,NA,NA,"i","ALIVE",1380,NA,2,"11",0.396820898231555,0.181892247411494,0.181892247411494
14,5,239,"FD",0.05,260,90,17,-9.881634596,-9.949048352,27,4.1,3.69,14.5,79,8.3,7.8,0,0.0054106206,0.0047783736,0.000210749000000001,NA,NA,NA,"c","ALIVE",1385,NA,2,"12",0.52100218346755,0.230854053218044,0.230854053218044
14,5,252,"FD",0.05,260,90,17,-2.38138732,-1.802325648,27,11.88,11.57,14.5,79,9,8.7,0.266666666666667,0.00636174,0.0059446926,0.0001390158,NA,NA,NA,"i","ALIVE",1396,18,2,"10",0.286498587361122,0.13473935274228,0.13473935274228
14,5,254,"FD",0.05,260,90,17,-1.802535871,0.819473543,27,12.55,14.17,14.5,79,9.4,8.8,0.166666666666667,0.0069397944,0.0060821376,0.0002858856,NA,NA,NA,"i","ALIVE",1398,21,2,"14",0.57807061434992,0.273565177535372,0.273565177535372
14,5,257,"FD",0.05,260,90,17,-6.110004968,0.0987031356,27,8.22,13.6,14.5,79,8.9,8.4,0.133333333333333,0.0062211534,0.0055417824,0.000226457,NA,NA,NA,"i","ALIVE",1400,NA,2,"12",0.494807026717928,0.228293310857619,0.228293310857619
14,5,260,"FD",0.05,260,90,17,-9.616503089,0.7967510734,27,4.74,14.42,14.5,79,8.1,7.7,0.066666666666667,0.0051530094,0.0046566366,0.0001654576,NA,NA,NA,"i","ALIVE",1403,NA,2,"11",0.417924217218691,0.183881537562697,0.183881537562697
14,5,263,"FD",0.05,260,90,17,-7.526445112,2.5507629467,27,6.89,16.1,14.5,79,8.6,8.4,0.1,0.0058088184,0.0055417824,8.90119999999997e-05,NA,NA,NA,"i","ALIVE",1406,NA,2,"7",0.194490623218607,0.0897337869266938,0.0897337869266938
14,5,264,"FD",0.05,260,90,17,-10.9503595,4.322347063,27,3.53,17.99,14.5,79,8.8,8.4,0,0.0060821376,0.0055417824,0.0001801184,NA,NA,NA,"i","ALIVE",1407,NA,2,"11",0.3935574963953,0.181578957075193,0.181578957075193
14,5,270,"FD",0.05,260,90,17,-6.76468944,5.3790713274,27,7.75,18.9,14.5,79,7.9,7.7,0.0999999999999996,0.0049016814,0.0046566366,8.16816e-05,NA,NA,NA,"i","ALIVE",1412,NA,2,"6",0.206317018626949,0.0907769615815844,0.0907769615815844
14,5,282,"FD",0.05,260,90,17,-8.539579077,9.4996376447,27,6.12,23.08,14.5,79,8.4,8.4,0.0333333333333332,0.0055417824,0.0055417824,0,NA,NA,NA,"i","ALIVE",1422,NA,2,NA,0,0,0
14,5,1,"FD",0.05,260,90,17,7.0779528282,8.1238512912,27,21.68,21.16,14.5,82,8.7,8.3,0.1,0.0059446926,0.0054106206,0.000178023999999999,NA,NA,NA,"i","ALIVE",1323,NA,2,"11",0.403887289601672,0.181892247411494,0.181892247411494
14,5,201,"FD",0.05,260,90,17,7.9360402048,-7.565759477,27,21.99,5.45,14.5,82,7.5,7.5,0,0.004417875,0.004417875,0,9.5,8.8,0.233333333333333,"o","ALIVE",1357,NA,2,NA,0,0,0
14,5,228,"FD",0.05,260,90,17,0.4420970905,-0.993292923,27,14.73,12.28,14.5,82,8.7,8.6,0.1,0.0059446926,0.0058088184,4.52913999999998e-05,NA,NA,NA,"o","ALIVE",1376,22,2,"4",0.0966801023199036,0.0444705087041341,0.0444705087041341
14,5,233,"FD",0.05,260,90,17,-3.850835836,-8.14747506,27,10.19,5.28,14.5,82,8.8,8.7,0.166666666666667,0.0060821376,0.0059446926,4.58150000000008e-05,NA,NA,NA,"i","ALIVE",1380,NA,2,"4",0.0958768367794594,0.044405624726741,0.044405624726741
14,5,239,"FD",0.05,260,90,17,-9.881634596,-9.949048352,27,4.1,3.69,14.5,82,8.3,8.3,0.5,0.0054106206,0.0054106206,0,NA,NA,NA,"c","ALIVE",1385,NA,2,NA,0,0,0
14,5,252,"FD",0.05,260,90,17,-2.38138732,-1.802325648,27,11.88,11.57,14.5,82,9.8,9,0.0333333333333332,0.0075429816,0.00636174,0.000393747200000001,NA,NA,NA,"i","ALIVE",1396,18,2,"15",0.777426586744724,0.367408862160323,0.367408862160323
14,5,257,"FD",0.05,260,90,17,-6.110004968,0.0987031356,27,8.22,13.6,14.5,82,9.3,8.9,0.133333333333333,0.0067929246,0.0062211534,0.0001905904,NA,NA,NA,"i","ALIVE",1400,NA,2,"12",0.383591957277042,0.180082139729604,0.180082139729604
14,5,260,"FD",0.05,260,90,17,-9.616503089,0.7967510734,27,4.74,14.42,14.5,82,8.3,8.1,0.0999999999999996,0.0054106206,0.0051530094,8.58704000000005e-05,NA,NA,NA,"i","ALIVE",1403,NA,2,"7",0.203143112615627,0.090167325442478,0.090167325442478
14,5,263,"FD",0.05,260,90,17,-7.526445112,2.5507629467,27,6.89,16.1,14.5,82,8.9,8.6,0.0333333333333332,0.0062211534,0.0058088184,0.000137445,NA,NA,NA,"i","ALIVE",1406,NA,2,"10",0.293393374092194,0.134953855894049,0.134953855894049
14,5,264,"FD",0.05,260,90,17,-10.9503595,4.322347063,27,3.53,17.99,14.5,82,8.8,8.8,0.0333333333333332,0.0060821376,0.0060821376,0,NA,NA,NA,"i","ALIVE",1407,NA,2,NA,0,0,0
14,5,270,"FD",0.05,260,90,17,-6.76468944,5.3790713274,27,7.75,18.9,14.5,82,8.2,7.9,0,0.0052810296,0.0049016814,0.0001264494,NA,NA,NA,"i","ALIVE",1412,NA,2,"9",0.312253163120408,0.136549251777165,0.136549251777165
14,5,282,"FD",0.05,260,90,17,-8.539579077,9.4996376447,27,6.12,23.08,14.5,82,8.5,8.4,0,0.005674515,0.0055417824,4.42442000000001e-05,NA,NA,NA,"o","ALIVE",1422,NA,2,"3",0.0983361242628896,0.0446029705606216,0.0446029705606216
14,5,1,"FD",0.05,260,90,17,7.0779528282,8.1238512912,27,21.68,21.16,14.5,85,9,8.7,0.0500000000000001,0.00636174,0.0059446926,0.0001390158,NA,NA,NA,"i","ALIVE",1323,NA,2,"10",0.318264782854032,0.13473935274228,0.13473935274228
14,5,228,"FD",0.05,260,90,17,0.4420970905,-0.993292923,27,14.73,12.28,14.5,85,9,8.7,0,0.00636174,0.0059446926,0.0001390158,NA,NA,NA,"o","ALIVE",1376,21,2,"10",0.318264782854032,0.13473935274228,0.13473935274228
14,5,233,"FD",0.05,260,90,17,-3.850835836,-8.14747506,27,10.19,5.28,14.5,85,9.3,8.8,0,0.0067929246,0.0060821376,0.000236929,NA,NA,NA,"i","ALIVE",1380,NA,2,"13",0.531359138713826,0.226718393470249,0.226718393470249
14,5,239,"FD",0.05,260,90,17,-9.881634596,-9.949048352,27,4.1,3.69,14.5,85,9.8,8.3,0.0666666666666664,0.0075429816,0.0054106206,0.000710787,NA,NA,NA,"i","ALIVE",1385,NA,2,"16",1.77150232978057,0.726231546650308,0.726231546650308
14,5,243,"FD",0.05,260,90,17,-10.3680405,-4.902949929,27,3.79,8.75,14.5,85,7.7,7.7,0,0.0046566366,0.0046566366,0,NA,11.2,NA,"o","ALIVE",1388,NA,2,NA,0,0,0
14,5,260,"FD",0.05,260,90,17,-9.616503089,0.7967510734,27,4.74,14.42,14.5,85,8.6,8.3,0,0.0058088184,0.0054106206,0.000132732599999999,NA,NA,NA,"i","ALIVE",1403,NA,2,"9",0.330810932301563,0.135616719761217,0.135616719761217
14,5,263,"FD",0.05,260,90,17,-7.526445112,2.5507629467,27,6.89,16.1,14.5,85,9,8.9,0.0166666666666666,0.00636174,0.0062211534,4.68621999999997e-05,NA,NA,NA,"i","ALIVE",1406,NA,2,"5",0.102976778194924,0.0442784382027459,0.0442784382027459
14,5,264,"FD",0.05,260,90,17,-10.9503595,4.322347063,27,3.53,17.99,14.5,85,8.9,8.8,0,0.0062211534,0.0060821376,4.63385999999998e-05,NA,NA,NA,"i","ALIVE",1407,NA,2,"4",0.103923279063367,0.0443416084466672,0.0443416084466672
14,5,270,"FD",0.05,260,90,17,-6.76468944,5.3790713274,27,7.75,18.9,14.5,85,8.2,8.2,0.0166666666666669,0.0052810296,0.0052810296,0,NA,NA,NA,"i","ALIVE",1412,NA,2,NA,0,0,0
14,5,282,"FD",0.05,260,90,17,-8.539579077,9.4996376447,27,6.12,23.08,14.5,85,8.5,8.5,0,0.005674515,0.005674515,0,NA,NA,NA,"o","ALIVE",1422,NA,2,NA,0,0,0
14,5,1,"FD",0.05,260,90,17,7.0779528282,8.1238512912,27,21.68,21.16,14.5,91,9.3,9,0.0499999999999998,0.0067929246,0.00636174,7.18641000000001e-05,NA,NA,NA,"i","ALIVE",1323,NA,2,"5",0.309704788968099,0.0670570031004047,0.0670570031004047
14,5,243,"FD",0.05,260,90,17,-10.3680405,-4.902949929,27,3.79,8.75,14.5,91,7.7,7.7,0,0.0046566366,0.0046566366,0,NA,NA,NA,"o","ALIVE",1388,NA,2,NA,0,0,0
14,5,260,"FD",0.05,260,90,17,-9.616503089,0.7967510734,27,4.74,14.42,14.5,91,8.6,8.6,0,0.0058088184,0.0058088184,0,NA,NA,NA,"i","ALIVE",1403,NA,2,NA,0,0,0
14,5,263,"FD",0.05,260,90,17,-7.526445112,2.5507629467,27,6.89,16.1,14.5,91,9.1,9,0,0.0065038974,0.00636174,2.36928999999998e-05,12,NA,NA,"i","ALIVE",1406,NA,2,"1",0.102106679058698,0.0221080465595139,0.0221080465595139
14,5,270,"FD",0.05,260,90,17,-6.76468944,5.3790713274,27,7.75,18.9,14.5,91,8.3,8.2,0,0.0054106206,0.0052810296,2.15985000000003e-05,16,NA,NA,"i","ALIVE",1412,NA,2,"1",0.113644062539989,0.0223695922855851,0.0223695922855851
14,7,16,"FD",0.05,260,90,9,-8.335149116,8.819704864,27,9.38,26.11,14.7,76,9,8.3,0.0666666666666664,0.00636174,0.0054106206,0.0003170398,NA,NA,NA,"o","ALIVE",1451,NA,2,"14",0.654678085083976,0.323928693551942,0.323928693551942
14,7,18,"FD",0.05,260,90,9,-9.242181018,11.18,27,8.94,28.6,14.7,76,9.5,8.8,0.133333333333333,0.007088235,0.0060821376,0.000335365799999999,NA,NA,NA,"i","ALIVE",1453,NA,2,"14",0.62269744083139,0.320912996724185,0.320912996724185
14,7,29,"FD",0.05,260,90,9,8.4903816315,10.358446011,27,26.19,24.41,14.7,76,9.3,8.6,0.2,0.0067929246,0.0058088184,0.0003280354,NA,NA,NA,"c","ALIVE",1462,NA,2,"14",0.635065642062489,0.322089869400464,0.322089869400464
14,7,31,"FD",0.05,260,90,9,10.187493329,10.484588331,27,27.88,24.21,14.7,76,9.2,8.4,0.133333333333333,0.0066476256,0.0055417824,0.0003686144,NA,NA,NA,"c","ALIVE",1464,NA,2,"15",0.744794823479312,0.371603447037604,0.371603447037604
14,7,33,"FD",0.05,260,90,9,10.008711997,7.5261195994,27,27.14,21.34,14.7,76,8.5,8,0.0666666666666664,0.005674515,0.00502656,0.000215985,NA,NA,NA,"i","ALIVE",1466,NA,2,"12",0.476853768917507,0.229971858622623,0.229971858622623
14,7,58,"FD",0.05,260,90,9,4.6439559649,-0.617140971,27,20.32,14.37,14.7,76,9.1,8.8,0,0.0065038974,0.0060821376,0.000140586599999999,NA,NA,NA,"i","ALIVE",1482,19,2,"10",0.261037100489036,0.134527930711075,0.134527930711075
14,7,69,"FD",0.05,260,90,9,-4.592044732,-6.558619803,27,10.12,10.3,14.7,76,9.6,8.5,0.233333333333334,0.0072382464,0.005674515,0.0005212438,NA,NA,NA,"c","ALIVE",1492,NA,2,"16",1.03078341471768,0.518548182359774,0.518548182359774
14,7,71,"FD",0.05,260,90,9,-2.072803595,-5.997617046,27,12.7,10.37,14.7,76,9.1,8.8,0.066666666666667,0.0065038974,0.0060821376,0.000140586599999999,NA,NA,NA,"i","ALIVE",1494,NA,2,"10",0.261037100489036,0.134527930711075,0.134527930711075
14,7,74,"FD",0.05,260,90,9,1.3376732061,-7.453616256,27,15.77,8.29,14.7,76,9,8.5,0.1,0.00636174,0.005674515,0.000229075,NA,NA,NA,"i","ALIVE",1497,NA,2,"13",0.45300627216372,0.227890336295732,0.227890336295732
