"","X","pplot","splot","tag","spec","class","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","nmaxht98","nsumht98","nsumhtbig98","time","dbh","nmaxdbh","nmaxba","nsumba","nsumba5","nsumbabig","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort","dbhclq","htclq","baclq","nmaxht98clq","nsumht98clq","nsumhtbig98clq","nmaxdbhclq","nmaxbaclq","nsumbaclq","nsumba5clq","nsumbabigclq","dbhgrowthclq","bagrowthclq","htgrowthclq","dbhcl","htcl","bacl","nmaxht98cl","nsumht98cl","nsumhtbig98cl","nmaxdbhcl","nmaxbacl","nsumbacl","nsumba5cl","nsumbabigcl","dbhgrowthcl","bagrowthcl","htgrowthcl"
"1604",5193.1987,22,3,967,"PIRU","P",NA,978,"M","W",270,"H","FSLP",9,6,FALSE,TRUE,FALSE,TRUE,TRUE,10.5,57.9,0,1987,38.9,18.3,0.0263022606,0.0498084972,0.0498084972,0,18.4,NA,NA,NA,"ALIVE","d",13.2416666666667,0.1188475134,5193,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(9.6,11.3]","[4.3,58.6]","[0,15.1]","(17.1,19.2]","(0.023,0.029]","[0,0.0686]","[0,0.0577]","[0,0.0398]",NA,NA,NA,"(36.7,44]","(15.9,18.5]","(0.101,0.135]","(7.93,10.6]","(51.5,103]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]",NA,NA,NA
"1609",5224.1987,22,4,905,"PIRU","P",1987,978,"M","W",270,"H","FSLP",6,5,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,12.5,NA,NA,NA,NA,NA,8.8,NA,NA,NA,"DEAD","c",13.2416666666667,0.012271875,5224,TRUE,"(10.8,15.8]","(7.6,10.7]","(0.0108,0.0217]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631",5300.1987,23,1,867,"PIRU","P",NA,977,"M","W",270,"H","FSLP",2,2,FALSE,TRUE,FALSE,TRUE,NA,10.1,59.2,0,1987,24.8,24,0.04523904,0.07677285,0.07677285,0,13.5,NA,NA,NA,"ALIVE","c",13.9666666666667,0.0483052416,5300,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(9.6,11.3]","(58.6,77.6]","[0,15.1]","(23.6,26.4]","(0.0437,0.0547]","(0.0686,0.102]","(0.0577,0.088]","[0,0.0398]",NA,NA,NA,"(22,29.4]","(13.2,15.9]","(0.0338,0.0677]","(7.93,10.6]","(51.5,103]","[0,50.2]","(22,29.4]","(0.0338,0.0677]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]",NA,NA,NA
"1645",5340.1987,23,2,337,"PIRU","P",1987,977,"M","W",270,"H","FSLP",3,6,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,22.9,NA,NA,NA,NA,NA,9.3,NA,NA,NA,"DEAD","c",13.9666666666667,0.0411871614,5340,TRUE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(22,29.4]","(7.93,10.6]","(0.0338,0.0677]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649",5344.1987,23,2,809,"PIRU","P",1987,977,"M","W",270,"H","FSLP",4,9,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,26.1,NA,NA,NA,NA,NA,15.3,NA,NA,NA,"DEAD","c",13.9666666666667,0.0535022334,5344,TRUE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(22,29.4]","(13.2,15.9]","(0.0338,0.0677]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658",5357.1987,23,3,338,"PIRU","P",NA,977,"M","W",270,"H","FSLP",8,8,FALSE,TRUE,TRUE,TRUE,NA,11,97.3,0,1987,33.2,29.2,0.0669663456,0.130549188,0.130549188,0,17.4,NA,NA,NA,"ALIVE","d",13.9666666666667,0.0865699296,5357,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(9.6,11.3]","(93.5,110]","[0,15.1]","(26.4,30.3]","(0.0547,0.0721]","(0.121,0.141]","(0.13,0.147]","[0,0.0398]",NA,NA,NA,"(29.4,36.7]","(15.9,18.5]","(0.0677,0.101]","(10.6,13.2]","(51.5,103]","[0,50.2]","(22,29.4]","(0.0338,0.0677]","(0.0949,0.142]","(0.0947,0.142]","[0,0.0474]",NA,NA,NA
"1668",5409.1987,23,4,85,"PIRU","P",NA,977,"M","W",270,"H","FSLP",8,4,FALSE,TRUE,TRUE,TRUE,NA,13.8,151.2,0,1987,27.5,19.4,0.0295593144,0.0897327354,0.0897327354,0,16,NA,NA,NA,"ALIVE","d",13.9666666666667,0.059395875,5409,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(13.6,14.9]","(129,153]","[0,15.1]","(19.2,21.3]","(0.029,0.0356]","(0.0686,0.102]","(0.088,0.111]","[0,0.0398]",NA,NA,NA,"(22,29.4]","(15.9,18.5]","(0.0338,0.0677]","(13.2,15.9]","(103,155]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]",NA,NA,NA
"1669",5410.1987,23,4,86,"PIRU","P",2010,977,"M","W",270,"H","FSLP",8,4,FALSE,TRUE,TRUE,NA,NA,18.4,161.3,53.1,1987,10.9,27.5,0.059395875,0.139797273,0.139797273,0.1269693348,8.2,NA,NA,NA,"ALIVE","o",13.9666666666667,0.0093313374,5410,TRUE,"(10.8,15.8]","(7.6,10.7]","(0.00608,0.0108]","(16,21.1]","(153,178]","(49.8,65]","(26.4,30.3]","(0.0547,0.0721]","(0.121,0.141]","(0.13,0.147]","(0.12,0.141]",NA,NA,NA,"(7.34,14.7]","(7.93,10.6]","(1e-05,0.0338]","(15.9,18.5]","(155,206]","(50.2,100]","(22,29.4]","(0.0338,0.0677]","(0.0949,0.142]","(0.0947,0.142]","(0.0949,0.142]",NA,NA,NA
"1684",5625.1987,24,1,365,"PIRU","P",NA,971,"M","W",310,"H","BSLP",5,4,FALSE,TRUE,TRUE,TRUE,FALSE,12.5,105.9,25,1987,16.5,16.5,0.021382515,0.1185514176,0.1185514176,0.04276503,10.8,NA,NA,NA,"ALIVE","c",12.34,0.021382515,5625,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0108,0.0217]","(11.3,12.5]","(93.5,110]","(15.1,34.4]","(14.4,17.1]","(0.0163,0.023]","(0.102,0.121]","(0.111,0.13]","(0.0398,0.0708]",NA,NA,NA,"(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(10.6,13.2]","(103,155]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","[0,0.0474]",NA,NA,NA
"1708",5944.1987,24,2,368,"PIRU","P",NA,971,"M","W",310,"H","BSLP",4,9,FALSE,TRUE,TRUE,TRUE,NA,10.5,54.4,0,1987,32.4,11.4,0.0102070584,0.0102070584,0.0102070584,0,14.1,NA,NA,NA,"ALIVE","d",12.34,0.0824481504,5944,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(9.6,11.3]","[4.3,58.6]","[0,15.1]","[0,14.4]","[0,0.0163]","[0,0.0686]","[0,0.0577]","[0,0.0398]",NA,NA,NA,"(29.4,36.7]","(13.2,15.9]","(0.0677,0.101]","(7.93,10.6]","(51.5,103]","[0,50.2]","(7.34,14.7]","[0,0.0338]","[0,0.0474]","[0,0.0473]","[0,0.0474]",NA,NA,NA
"1711",5947.1987,24,2,372,"PIRU","P",1998,971,"M","W",310,"H","BSLP",3,7,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,31,22.6,0.0401150904,0.0401150904,0.0401150904,0,13,NA,NA,NA,"ALIVE","c",12.34,0.07547694,5947,TRUE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]",NA,NA,NA,"(21.3,23.6]","(0.0356,0.0437]","[0,0.0686]","[0,0.0577]","[0,0.0398]",NA,NA,NA,"(29.4,36.7]","(10.6,13.2]","(0.0677,0.101]",NA,NA,NA,"(22,29.4]","(0.0338,0.0677]","[0,0.0474]","[0,0.0473]","[0,0.0474]",NA,NA,NA
"1734",6321.1987,24,4,349,"PIRU","P",NA,971,"M","W",310,"H","BSLP",9,2,FALSE,TRUE,TRUE,TRUE,NA,13.2,47.6,26.1,1987,20.2,17.8,0.0248846136,0.0838657974,0.0838657974,0,10.8,NA,NA,NA,"ALIVE","c",12.34,0.0320474616,6321,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(12.5,13.6]","[4.3,58.6]","(15.1,34.4]","(17.1,19.2]","(0.023,0.029]","(0.0686,0.102]","(0.0577,0.088]","[0,0.0398]",NA,NA,NA,"(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(10.6,13.2]","[0,51.5]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]",NA,NA,NA
"1863",6744.1987,25,2,875,"PIRU","P",NA,1115,"H","W",220,"H","BSLP",4,9,FALSE,TRUE,TRUE,TRUE,NA,8.1,146.2,80.9,1987,9.2,16.5,0.021382515,0.118630743,0.118630743,0.0670629498,5.7,NA,NA,NA,"ALIVE","c",5.725,0.0066476256,6744,FALSE,"(7.8,10.8]","(4.4,5.8]","(0.00608,0.0108]","[1.5,8.6]","(129,153]","(65,81.3]","(14.4,17.1]","(0.0163,0.023]","(0.102,0.121]","(0.111,0.13]","(0.0398,0.0708]",NA,NA,NA,"(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(7.93,10.6]","(103,155]","(50.2,100]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0474,0.0949]",NA,NA,NA
"1880",6777.1987,25,3,292,"PIRU","P",NA,1115,"H","W",220,"H","BSLP",6,7,FALSE,TRUE,TRUE,TRUE,NA,10.4,153.9,143.5,1987,8.5,13.3,0.0138929406,0.1196454798,0.1196454798,0.0498941058,5.5,NA,NA,NA,"ALIVE","c",5.725,0.005674515,6777,FALSE,"(7.8,10.8]","(4.4,5.8]","(0.00353,0.00608]","(9.6,11.3]","(153,178]","(137,402]","[0,14.4]","[0,0.0163]","(0.102,0.121]","(0.111,0.13]","(0.0398,0.0708]",NA,NA,NA,"(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(7.93,10.6]","(103,155]","(100,151]","(7.34,14.7]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0474,0.0949]",NA,NA,NA
"1902",6826.1987,25,3,932,"PIRU","P",NA,1115,"H","W",220,"H","BSLP",6,8,FALSE,TRUE,TRUE,TRUE,NA,10.4,159.6,121,1987,8.9,13,0.01327326,0.1029800772,0.1029800772,0.0297800118,5.9,NA,NA,NA,"ALIVE","c",5.725,0.0062211534,6826,FALSE,"(7.8,10.8]","(5.8,7.6]","(0.00608,0.0108]","(9.6,11.3]","(153,178]","(103,137]","[0,14.4]","[0,0.0163]","(0.102,0.121]","(0.088,0.111]","[0,0.0398]",NA,NA,NA,"(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(7.93,10.6]","(155,206]","(100,151]","(7.34,14.7]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","[0,0.0474]",NA,NA,NA
"1961",6921.1987,26,1,950,"PIRU","P",NA,1162,"H","W",268,"H","FSLP",4,3,FALSE,TRUE,TRUE,TRUE,NA,9.8,49.1,0,1987,20.1,17.7,0.0246057966,0.0494715606,0.0494715606,0,12.6,NA,NA,NA,"ALIVE","d",11.4357142857143,0.0317309454,6921,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(9.6,11.3]","[4.3,58.6]","[0,15.1]","(17.1,19.2]","(0.023,0.029]","[0,0.0686]","[0,0.0577]","[0,0.0398]",NA,NA,NA,"(14.7,22]","(10.6,13.2]","(1e-05,0.0338]","(7.93,10.6]","[0,51.5]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]",NA,NA,NA
"1967",6945.1987,26,2,38,"PIRU","P",1987,1162,"H","W",268,"H","FSLP",2,7,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,20.8,NA,NA,NA,NA,NA,9.8,NA,NA,NA,"DEAD","d",11.4357142857143,0.0339795456,6945,TRUE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(14.7,22]","(7.93,10.6]","(0.0338,0.0677]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",6946.1987,26,2,39,"PIRU","P",NA,1162,"H","W",268,"H","FSLP",2,6,FALSE,TRUE,TRUE,TRUE,NA,11.3,68.1,42.5,1987,5.7,30.9,0.0749907774,0.2025122484,0.2025122484,0.2025122484,4.7,NA,NA,NA,"ALIVE","o",11.4357142857143,0.0025517646,6946,FALSE,"(3.93,5.8]","(4.4,5.8]","(0.00212,0.00353]","(9.6,11.3]","(58.6,77.6]","(34.4,49.8]","(30.3,58.7]","(0.0721,0.271]","(0.202,0.38]","(0.192,0.379]","(0.19,0.38]",NA,NA,NA,"(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","[0,50.2]","(29.4,36.7]","(0.0677,0.101]","(0.19,0.237]","(0.189,0.237]","(0.19,0.237]",NA,NA,NA
"1970",6948.1987,26,2,43,"PIRU","P",1987,1162,"H","W",268,"H","FSLP",3,7,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,11.9,NA,NA,NA,NA,NA,5.7,NA,NA,NA,"DEAD","i",11.4357142857143,0.0111220494,6948,TRUE,"(10.8,15.8]","(4.4,5.8]","(0.0108,0.0217]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",6950.1987,26,2,45,"PIRU","P",NA,1162,"H","W",268,"H","FSLP",5,9,FALSE,TRUE,FALSE,TRUE,NA,10.4,53,0,1987,27.3,13.5,0.014313915,0.0604467402,0.0604467402,0,11.8,NA,NA,NA,"ALIVE","d",11.4357142857143,0.0585350766,6950,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(9.6,11.3]","[4.3,58.6]","[0,15.1]","[0,14.4]","[0,0.0163]","[0,0.0686]","(0.0577,0.088]","[0,0.0398]",NA,NA,NA,"(22,29.4]","(10.6,13.2]","(0.0338,0.0677]","(7.93,10.6]","(51.5,103]","[0,50.2]","(7.34,14.7]","[0,0.0338]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]",NA,NA,NA
"1978",6956.1987,26,2,988,"PIRU","P",1987,1162,"H","W",268,"H","FSLP",4,8,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,24.2,NA,NA,NA,NA,NA,10.7,NA,NA,NA,"DEAD","d",11.4357142857143,0.0459961656,6956,TRUE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(22,29.4]","(10.6,13.2]","(0.0338,0.0677]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",6999.1987,26,3,53,"PIRU","P",NA,1162,"H","W",268,"H","FSLP",7,6,FALSE,TRUE,TRUE,TRUE,NA,12.4,93.6,23.9,1987,14.3,19.2,0.0289529856,0.100071741,0.100071741,0.071141532,7.6,NA,NA,NA,"ALIVE","c",11.4357142857143,0.0160606446,6999,FALSE,"(10.8,15.8]","(5.8,7.6]","(0.0108,0.0217]","(11.3,12.5]","(93.5,110]","(15.1,34.4]","(17.1,19.2]","(0.023,0.029]","(0.0686,0.102]","(0.088,0.111]","(0.0708,0.099]",NA,NA,NA,"(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","[0,50.2]","(14.7,22]","[0,0.0338]","(0.0949,0.142]","(0.0947,0.142]","(0.0474,0.0949]",NA,NA,NA
"2004",7022.1987,26,3,908,"PIRU","P",1987,1162,"H","W",268,"H","FSLP",9,8,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,29,NA,NA,NA,NA,NA,13.5,NA,NA,NA,"DEAD","d",11.4357142857143,0.06605214,7022,TRUE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(22,29.4]","(13.2,15.9]","(0.0338,0.0677]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2039",7086.1987,26,4,724,"PIRU","P",2010,1162,"H","W",268,"H","FSLP",8,4,FALSE,TRUE,TRUE,NA,NA,13.1,75.7,0,1987,21.3,23.6,0.0437436384,0.0752790192,0.0752790192,0.0437436384,12.2,NA,NA,NA,"ALIVE","d",11.4357142857143,0.0356328126,7086,TRUE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(12.5,13.6]","(58.6,77.6]","[0,15.1]","(21.3,23.6]","(0.0356,0.0437]","(0.0686,0.102]","(0.0577,0.088]","(0.0398,0.0708]",NA,NA,NA,"(14.7,22]","(10.6,13.2]","(0.0338,0.0677]","(10.6,13.2]","(51.5,103]","[0,50.2]","(22,29.4]","(0.0338,0.0677]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]",NA,NA,NA
"2040",7087.1987,26,4,725,"PIRU","P",NA,1162,"H","W",268,"H","FSLP",9,4,FALSE,TRUE,TRUE,TRUE,FALSE,13.4,87.3,13.4,1987,23.6,21.3,0.0356328126,0.0791039172,0.0791039172,0,12.1,NA,NA,NA,"ALIVE","d",11.4357142857143,0.0437436384,7087,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(12.5,13.6]","(77.6,93.5]","[0,15.1]","(19.2,21.3]","(0.029,0.0356]","(0.0686,0.102]","(0.0577,0.088]","[0,0.0398]",NA,NA,NA,"(22,29.4]","(10.6,13.2]","(0.0338,0.0677]","(13.2,15.9]","(51.5,103]","[0,50.2]","(14.7,22]","(0.0338,0.0677]","(0.0474,0.0949]","(0.0473,0.0947]","[0,0.0474]",NA,NA,NA
"2107",7176.1987,27,1,936,"PIRU","P",NA,1162,"H","W",270,"H","FSLP",3,2,FALSE,TRUE,TRUE,TRUE,FALSE,12.4,107.6711455839,0,1987,25.5,25.3,0.0502726686,0.1372062384,0.1372062384,0,11.2,NA,NA,NA,"ALIVE","c",10.475,0.051070635,7176,FALSE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]","(11.3,12.5]","(93.5,110]","[0,15.1]","(23.6,26.4]","(0.0437,0.0547]","(0.121,0.141]","(0.13,0.147]","[0,0.0398]",NA,NA,NA,"(22,29.4]","(10.6,13.2]","(0.0338,0.0677]","(10.6,13.2]","(103,155]","[0,50.2]","(22,29.4]","(0.0338,0.0677]","(0.0949,0.142]","(0.0947,0.142]","[0,0.0474]",NA,NA,NA
"2111",7180.1987,27,1,963,"PIRU","P",NA,1162,"H","W",270,"H","FSLP",4,3,FALSE,TRUE,TRUE,TRUE,TRUE,13.6,138.9711455839,78.0711455839,1987,5.3,25.5,0.051070635,0.2038403598,0.2038403598,0.2038403598,3.8,NA,NA,NA,"ALIVE","o",10.475,0.0022061886,7180,FALSE,"(3.93,5.8]","(2.8,4.4]","(0.00212,0.00353]","(12.5,13.6]","(129,153]","(65,81.3]","(23.6,26.4]","(0.0437,0.0547]","(0.202,0.38]","(0.192,0.379]","(0.19,0.38]",NA,NA,NA,"(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(13.2,15.9]","(103,155]","(50.2,100]","(22,29.4]","(0.0338,0.0677]","(0.19,0.237]","(0.189,0.237]","(0.19,0.237]",NA,NA,NA
"2115",7197.1987,27,2,339,"PIRU","P",1989,1162,"H","W",270,"H","FSLP",3,6,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,10.2,25.7,0.0518748846,0.165307065,0.165307065,0.1522686396,6.8,NA,NA,NA,"ALIVE","i",10.475,0.0081713016,7197,TRUE,"(7.8,10.8]","(5.8,7.6]","(0.00608,0.0108]",NA,NA,NA,"(23.6,26.4]","(0.0437,0.0547]","(0.157,0.177]","(0.147,0.167]","(0.141,0.162]",NA,NA,NA,"(7.34,14.7]","(5.28,7.93]","(1e-05,0.0338]",NA,NA,NA,"(22,29.4]","(0.0338,0.0677]","(0.142,0.19]","(0.142,0.189]","(0.142,0.19]",NA,NA,NA
"2126",7208.1987,27,2,363,"PIRU","P",1998,1162,"H","W",270,"H","FSLP",3,6,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,25.7,21.1,0.0349667934,0.121603482,0.121603482,0,11.8,NA,NA,NA,"ALIVE","c",10.475,0.0518748846,7208,TRUE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]",NA,NA,NA,"(19.2,21.3]","(0.029,0.0356]","(0.121,0.141]","(0.111,0.13]","[0,0.0398]",NA,NA,NA,"(22,29.4]","(10.6,13.2]","(0.0338,0.0677]",NA,NA,NA,"(14.7,22]","(0.0338,0.0677]","(0.0949,0.142]","(0.0947,0.142]","[0,0.0474]",NA,NA,NA
"2131",7213.1987,27,2,368,"PIRU","P",1987,1162,"H","W",270,"H","FSLP",4,7,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,24.1,NA,NA,NA,NA,NA,11.4,NA,NA,NA,"DEAD","c",10.475,0.0456168174,7213,TRUE,"(15.8,58.7]","(10.7,21.1]","(0.0217,0.271]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(22,29.4]","(10.6,13.2]","(0.0338,0.0677]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135",7217.1987,27,2,373,"PIRU","P",1987,1162,"H","W",270,"H","FSLP",5,9,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,34.6,NA,NA,NA,NA,NA,10.1,NA,NA,NA,"DEAD","d",10.475,0.0940249464,7217,TRUE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(29.4,36.7]","(7.93,10.6]","(0.0677,0.101]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145",7251.1987,27,3,312,"PIRU","P",NA,1162,"H","W",270,"H","FSLP",8,7,FALSE,TRUE,TRUE,TRUE,NA,11.4,103.4,11.4,1987,17.3,27.2,0.0581070336,0.148903986,0.148903986,0.102969867,8.6,NA,NA,NA,"ALIVE","c",10.475,0.0235062366,7251,FALSE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]","(11.3,12.5]","(93.5,110]","[0,15.1]","(26.4,30.3]","(0.0547,0.0721]","(0.141,0.157]","(0.147,0.167]","(0.099,0.12]",NA,NA,NA,"(14.7,22]","(7.93,10.6]","(1e-05,0.0338]","(10.6,13.2]","(103,155]","[0,50.2]","(22,29.4]","(0.0338,0.0677]","(0.142,0.19]","(0.142,0.189]","(0.0949,0.142]",NA,NA,NA
"2147",7253.1987,27,3,314,"PIRU","P",NA,1162,"H","W",270,"H","FSLP",8,7,FALSE,TRUE,TRUE,TRUE,NA,11.4,107.1,66.9,1987,6.9,27.2,0.0581070336,0.1686709332,0.1686709332,0.1606009482,3.8,NA,NA,NA,"ALIVE","o",10.475,0.0037392894,7253,FALSE,"(5.8,7.8]","(2.8,4.4]","(0.00353,0.00608]","(11.3,12.5]","(93.5,110]","(65,81.3]","(26.4,30.3]","(0.0547,0.0721]","(0.157,0.177]","(0.167,0.192]","(0.141,0.162]",NA,NA,NA,"(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(10.6,13.2]","(103,155]","(50.2,100]","(22,29.4]","(0.0338,0.0677]","(0.142,0.19]","(0.142,0.189]","(0.142,0.19]",NA,NA,NA
"2149",7255.1987,27,3,319,"PIRU","P",1987,1162,"H","W",270,"H","FSLP",6,6,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,22.3,NA,NA,NA,NA,NA,9.2,NA,NA,NA,"DEAD","d",10.475,0.0390571566,7255,TRUE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(22,29.4]","(7.93,10.6]","(0.0338,0.0677]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153",7260.1987,27,3,977,"PIRU","P",1987,1162,"H","W",270,"H","FSLP",6,7,FALSE,NA,NA,NA,NA,NA,NA,NA,1987,16,NA,NA,NA,NA,NA,5.7,NA,NA,NA,"DEAD","c",10.475,0.02010624,7260,TRUE,"(15.8,58.7]","(4.4,5.8]","(0.0108,0.0217]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(14.7,22]","(5.28,7.93]","(1e-05,0.0338]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162",3.1998,4,1,125,"ACSP","P",NA,808,"L","E",145,"S","FSLP",5,5,FALSE,NA,NA,TRUE,TRUE,7.2,50.5,38.1,1998,2.8,7,0.00384846,0.0141002862,0.0112437864,0.0125004264,4.9,NA,NA,NA,"ALIVE","o",15.1627603094615,0.0006157536,3,FALSE,"(2.3,3.93]","(4.4,5.8]","(0.000333,0.000908]","[1.5,8.6]","[4.3,58.6]","(34.4,49.8]","[0,14.4]","[0,0.0163]","[0,0.0686]","[0,0.0577]","[0,0.0398]",NA,NA,NA,"(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(5.28,7.93]","[0,51.5]","[0,50.2]","[0,7.34]","[0,0.0338]","[0,0.0474]","[0,0.0473]","[0,0.0474]",NA,NA,NA
"2164",6.1998,4,1,230,"PIRU","P",NA,808,"L","E",145,"S","FSLP",3,2,FALSE,NA,NA,TRUE,TRUE,11.767309811,63.067309811,46.367309811,1998,3.4,22.5,0.039760875,0.0710457132,0.069484338,0.0705595506,2.9,NA,NA,NA,"ALIVE","o",15.1627603094615,0.0009079224,6,FALSE,"(2.3,3.93]","(2.8,4.4]","(0.000333,0.000908]","(11.3,12.5]","(58.6,77.6]","(34.4,49.8]","(21.3,23.6]","(0.0356,0.0437]","(0.0686,0.102]","(0.0577,0.088]","(0.0398,0.0708]",NA,NA,NA,"(1e-05,7.34]","(2.64,5.28]","(1e-05,0.0338]","(10.6,13.2]","(51.5,103]","[0,50.2]","(22,29.4]","(0.0338,0.0677]","(0.0474,0.0949]","(0.0473,0.0947]","(0.0474,0.0949]",NA,NA,NA
"2166",10.1998,4,1,719,"ABBA","P",NA,808,"L","E",145,"S","FSLP",5,3,FALSE,TRUE,TRUE,TRUE,TRUE,6.8,40.2,0,1998,24,5.5,0.002375835,0.0087124422,0.006789783,0,9.4344528064,0.458333333333333,0.00152989375,0.00870440053333329,"ALIVE","o",15.1627603094615,0.04523904,10,FALSE,"(15.8,58.7]","(7.6,10.7]","(0.0217,0.271]","[1.5,8.6]","[4.3,58.6]","[0,15.1]","[0,14.4]","[0,0.0163]","[0,0.0686]","[0,0.0577]","[0,0.0398]","(0.283,0.883]","(0.000523,0.00311]","(-0.0172,0.0123]","(22,29.4]","(7.93,10.6]","(0.0338,0.0677]","(5.28,7.93]","[0,51.5]","[0,50.2]","[0,7.34]","[0,0.0338]","[0,0.0474]","[0,0.0473]","[0,0.0474]","(0.442,0.552]","(0.00117,0.00156]","[0,0.0626]"
